longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-122.25,37.5,44,348,79,154,73,4.7708,NEAR OCEAN
-118.42,34.15,31,1861,430,736,360,5.2853,<1H OCEAN
-121.08,37.69,19,6473,1212,3559,1123,3.2246,INLAND
-122.32,40.57,15,2524,449,1374,467,3.3816,INLAND
-122.45,37.69,17,2359,501,884,504,3.0625,NEAR OCEAN
-122.68,38.4,32,2826,627,1767,628,3.1047,<1H OCEAN
-118.25,34.12,11,1281,418,1584,330,2.8889,<1H OCEAN
-120.46,34.64,11,562,164,504,147,2.0161,NEAR OCEAN
-118.28,34.02,46,1098,426,1510,374,2.1382,<1H OCEAN
-117.34,33.16,24,1006,277,610,246,2.25,NEAR OCEAN
-120.97,37.84,28,2368,430,1231,403,2.883,INLAND
-117.25,32.79,37,1467,442,651,354,2.375,NEAR OCEAN
-121.64,36.72,17,4203,816,2900,827,4.1742,<1H OCEAN
-118.47,34.25,21,2692,477,1330,456,4.5417,<1H OCEAN
-117.14,32.72,43,1073,344,660,279,2.0529,NEAR OCEAN
-118.15,34.02,43,2172,605,2386,597,2.8239,<1H OCEAN
-117.29,33.13,4,617,105,224,105,3.9205,NEAR OCEAN
-117.96,33.78,33,1520,,658,242,4.875,<1H OCEAN
-122.81,38.08,19,1615,366,815,337,3.4609,NEAR OCEAN
-117.78,33.85,16,3781,504,1665,499,7.2554,<1H OCEAN
-117.89,34.1,34,2048,411,1456,416,3.125,<1H OCEAN
-122.16,37.74,46,1029,181,567,211,3.4844,NEAR BAY
-122.12,37.16,32,1602,317,752,275,5.1664,NEAR OCEAN
-118.09,33.98,37,1226,255,1068,271,3.1607,<1H OCEAN
-118.18,33.98,30,1735,573,2237,545,2.3444,<1H OCEAN
-117.91,34.06,29,3250,521,1382,513,5.112,<1H OCEAN
-117.68,34.15,24,1033,189,486,204,4.1719,INLAND
-118.3,34.05,34,1453,588,1987,589,2.096,<1H OCEAN
-121.88,37.43,17,3469,896,2762,808,3.3884,<1H OCEAN
-122.48,37.76,52,3260,653,1594,632,4.4094,NEAR BAY
-119.8,36.72,19,1334,336,1171,319,1.0481,INLAND
-123.22,39.16,29,6121,1222,3595,1189,2.631,<1H OCEAN
-119.17,34.17,21,2361,464,1146,396,3.6597,NEAR OCEAN
-120.32,38.71,13,1115,255,86,32,3.5667,INLAND
-119.64,36.56,34,576,117,363,97,2.0658,INLAND
-117.84,35.54,11,1751,316,765,296,5.0762,INLAND
-122.1,38.24,13,7367,1042,3193,983,5.3102,NEAR BAY
-122.27,37.32,37,2607,534,1346,507,5.3951,NEAR OCEAN
-118.1,33.89,35,994,203,602,185,3.5865,<1H OCEAN
-117.02,32.75,33,3296,537,1345,556,5.2835,<1H OCEAN
-117.32,34.12,37,2868,574,2055,563,2.3508,INLAND
-121.42,38.62,41,1087,272,462,219,2.0224,INLAND
-118.15,34.11,39,2618,582,1314,532,3.5875,<1H OCEAN
-118.14,33.91,34,2011,472,1087,423,3.0465,<1H OCEAN
-122.37,37.58,43,2506,432,967,428,4.7404,NEAR OCEAN
-117.13,32.9,15,2785,644,1798,630,3.7156,<1H OCEAN
-120.25,37.11,20,2062,466,1285,456,1.5319,INLAND
-117.27,32.85,26,1373,,608,268,4.425,NEAR OCEAN
-118.32,34.19,37,1335,249,485,240,4.1731,<1H OCEAN
-118.3,33.78,35,2572,504,1172,519,4.6207,<1H OCEAN
-121.2,38.73,11,4897,636,1931,616,7.7499,INLAND
-121.9,36.61,29,3412,827,1574,759,2.9309,NEAR OCEAN
-117.14,32.92,15,3242,595,1936,593,4.9706,<1H OCEAN
-118.36,34.16,32,2455,556,989,493,4.0764,<1H OCEAN
-117.89,33.92,17,2936,555,1381,535,5.4617,<1H OCEAN
-121.48,38.56,50,1587,448,877,380,2.0833,INLAND
-119.05,35.36,16,4507,1049,2261,959,3.3261,INLAND
-120.85,37.49,42,264,72,310,70,1.4063,INLAND
-118.34,34.08,52,1721,195,688,196,15.0001,<1H OCEAN
-118.1,34.13,44,1745,237,693,248,9.7912,<1H OCEAN
-117.22,33.19,16,3004,656,1948,606,2.7019,<1H OCEAN
-118.46,34.26,33,1358,247,738,235,5.0947,<1H OCEAN
-118.36,33.8,38,2553,400,1042,393,6.9742,NEAR OCEAN
-117.08,32.78,21,2919,496,984,443,4.625,NEAR OCEAN
-116.44,34.12,18,5584,1303,2250,1158,1.5823,INLAND
-117.68,33.51,4,2428,401,959,386,6.2661,<1H OCEAN
-118.45,34.04,19,3330,1010,1837,915,3.0173,<1H OCEAN
-119.34,35.6,33,2143,488,1732,509,1.9362,INLAND
-121.86,37.42,20,5032,808,2695,801,6.6227,<1H OCEAN
-119.98,38.93,25,1262,293,534,226,2.6607,INLAND
-121.83,39.74,34,3263,604,1290,594,2.575,INLAND
-118.31,33.96,43,2118,569,1266,500,1.747,<1H OCEAN
-119.84,36.79,21,3235,648,1820,614,3.3447,INLAND
-117.93,33.66,18,2043,250,702,246,9.6062,<1H OCEAN
-119.81,36.78,35,1012,245,633,240,2.0324,INLAND
-121.31,38.97,16,1210,228,726,222,2.7083,INLAND
-122.13,37.74,41,4400,666,1476,648,5,NEAR BAY
-120.2,34.63,14,2647,515,1487,488,4.4519,NEAR OCEAN
-117.12,32.75,20,1406,413,850,412,2.3261,NEAR OCEAN
-121.2,38.28,20,1732,307,999,305,3.9808,INLAND
-118.46,34.18,27,2582,719,2038,718,3.0877,<1H OCEAN
-117.77,33.84,5,4380,715,1913,741,6.7274,<1H OCEAN
-117.06,33.02,17,2635,389,994,359,5.8966,<1H OCEAN
-118.1,34.05,31,3559,734,2975,715,3.756,<1H OCEAN
-117.95,33.8,34,1654,285,905,292,4.6389,<1H OCEAN
-118.21,33.81,43,905,199,764,204,3.3214,NEAR OCEAN
-122.26,37.85,52,2643,626,1212,620,1.9167,NEAR BAY
-118.05,34.02,31,40,8,25,7,2.125,<1H OCEAN
-118.52,34.18,46,2082,438,1047,393,3.6534,<1H OCEAN
-120.74,39.39,18,453,117,152,77,1.3523,INLAND
-118.13,33.91,36,1967,316,910,306,4.4948,<1H OCEAN
-124.1,40.88,35,2987,578,1581,585,2.0657,NEAR OCEAN
-116.52,33.85,13,7559,1444,3189,1105,3.4886,INLAND
-121.96,38.36,11,3208,790,1772,694,2.7434,INLAND
-122.27,37.84,52,1688,337,853,325,2.1806,NEAR BAY
-121.49,39.49,20,2505,468,1174,429,2.9965,INLAND
-121.3,37.94,40,452,109,412,97,1.3417,INLAND
-117.62,33.42,23,2656,515,998,435,4.0294,NEAR OCEAN
-119.63,36.6,33,1589,294,1102,307,1.9676,INLAND
-118.31,33.99,47,1525,359,982,333,2.0915,<1H OCEAN
-116.99,32.74,18,3341,611,1952,602,3.9844,<1H OCEAN
-117.05,33.13,20,7746,2035,5370,1838,2.3762,<1H OCEAN
-117.98,33.75,37,1264,274,783,273,3.3438,<1H OCEAN
-118.35,33.8,32,1434,296,672,285,4.875,<1H OCEAN
-122.02,37.38,43,1261,317,836,333,4.0911,<1H OCEAN
-117.09,32.79,36,1936,345,861,343,3.8333,NEAR OCEAN
-117.98,33.95,35,4055,652,1758,639,6.1898,<1H OCEAN
-119.73,34.43,35,2703,654,1383,631,4.5278,NEAR OCEAN
-121.44,38.49,31,4297,788,2083,771,3.3878,INLAND
-118.2,33.87,26,703,202,757,212,2.525,<1H OCEAN
-118.14,33.76,37,3242,698,1080,629,3.901,NEAR OCEAN
-122.34,41.06,33,2149,498,631,273,1.8816,INLAND
-116.89,32.85,15,3560,593,1757,574,5.1185,<1H OCEAN
-117.97,33.68,26,3653,568,1930,585,5.7301,<1H OCEAN
-122.1,37.36,32,1433,199,498,201,9.3586,NEAR BAY
-123.25,38.54,27,3658,764,1278,518,3.3536,NEAR OCEAN
-116.94,32.75,4,14934,2479,6945,2418,5.1221,<1H OCEAN
-117.71,33.63,16,2497,500,1357,456,4.5909,<1H OCEAN
-117.97,33.82,26,4013,985,2442,922,3.7655,<1H OCEAN
-122.18,37.77,51,2107,471,1173,438,3.2552,NEAR BAY
-118.06,33.86,16,5603,938,3045,893,5.0778,<1H OCEAN
-120.46,37.33,4,786,116,368,109,6.3215,INLAND
-122.27,37.98,23,3455,479,1375,474,6.0289,NEAR BAY
-118.15,34.59,33,2111,429,1067,397,3.7344,INLAND
-122.14,37.41,35,2419,426,949,433,6.4588,NEAR BAY
-122.19,37.77,42,932,254,900,263,1.8039,NEAR BAY
-118.27,34.1,41,3729,740,1364,707,5.7778,<1H OCEAN
-119.69,36.46,29,1702,301,914,280,2.8125,INLAND
-118.5,34.26,33,2831,510,1340,504,4.8316,<1H OCEAN
-121.83,37.28,17,3057,606,2030,602,5.2166,<1H OCEAN
-121.52,39.12,37,102,17,29,14,4.125,INLAND
-122.41,37.63,37,1252,275,878,287,4.2262,NEAR OCEAN
-120.88,38.58,8,3417,604,1703,623,4.0827,INLAND
-118.25,34.14,37,584,260,552,235,1.8235,<1H OCEAN
-122.28,37.75,20,1156,365,583,326,3.1972,NEAR BAY
-116.52,32.9,18,4454,852,1754,656,4.57,INLAND
-117.91,33.78,33,2729,549,2223,535,4.0362,<1H OCEAN
-118.37,34.09,24,630,172,257,147,5.5224,<1H OCEAN
-118.23,34.1,46,2483,587,2121,553,2.2788,<1H OCEAN
-122.41,37.79,52,3610,1286,1504,1047,3.2059,NEAR BAY
-122.08,37.3,30,2268,404,1197,372,7.0813,<1H OCEAN
-121.3,38.13,27,1004,192,470,192,2.8942,INLAND
-119.63,36.58,22,1794,435,1127,359,1.2647,INLAND
-120.61,35.1,14,2919,691,1896,577,2.4003,<1H OCEAN
-117.13,33.89,4,1611,239,275,84,3.5781,INLAND
-119.79,36.72,19,1719,391,1369,368,1.25,INLAND
-118.21,34.18,14,2672,335,1113,318,12.1579,<1H OCEAN
-120.93,37.67,6,3491,657,2075,644,3.3844,INLAND
-120,36.7,33,1902,370,1168,358,2.6852,INLAND
-122.44,37.8,52,3830,,1310,963,3.4801,NEAR BAY
-118.35,33.97,26,1725,431,1130,404,3.2708,<1H OCEAN
-119.33,36.89,15,1879,411,755,294,2,INLAND
-117.95,33.92,11,3127,706,1594,694,4.3426,<1H OCEAN
-118.35,33.89,25,1769,440,1371,414,3.0833,<1H OCEAN
-122.42,37.75,52,2112,528,1227,513,3.5536,NEAR BAY
-121.96,37.71,6,8072,1050,3386,1062,7.2494,<1H OCEAN
-121.06,37.67,31,906,146,383,129,3.4167,INLAND
-118.05,34.11,42,3677,627,1779,622,5.1509,INLAND
-117.81,33.64,4,1741,225,811,233,12.3411,<1H OCEAN
-122.37,37.58,52,1900,290,665,276,4.5486,NEAR OCEAN
-122.1,39.47,43,1320,215,512,197,2.4917,INLAND
-117.69,33.51,4,1223,275,505,244,4.6607,<1H OCEAN
-118.25,34.07,47,2059,618,2033,544,1.9028,<1H OCEAN
-117.1,34.57,6,5110,1044,1938,724,3.1917,INLAND
-120.64,35.15,7,7922,1442,2863,1197,4.849,<1H OCEAN
-122.12,37.44,33,1509,303,748,268,4.875,NEAR BAY
-118.39,34.03,19,1450,509,746,437,3.1415,<1H OCEAN
-123.41,40.07,17,449,151,141,53,0.8362,INLAND
-117.39,34.07,26,1387,277,664,239,3.0278,INLAND
-116.48,33.79,14,9425,2020,1711,1000,2.6298,INLAND
-121.63,36.71,19,5015,1013,3251,940,3.9818,<1H OCEAN
-118.33,34.1,30,5293,2446,4123,2127,1.51,<1H OCEAN
-118.49,34.18,31,3073,674,1486,684,4.8984,<1H OCEAN
-122.49,38.22,33,1486,290,781,274,3.5647,NEAR BAY
-118.14,34.13,16,3569,821,1505,783,4.9167,<1H OCEAN
-118.14,33.97,31,2064,612,2461,573,2.0524,<1H OCEAN
-117.13,32.75,50,1476,354,698,354,3,NEAR OCEAN
-118.44,34.28,46,11,11,24,13,2.875,<1H OCEAN
-118.16,33.97,30,2419,715,3208,719,2.1743,<1H OCEAN
-117.47,34.06,33,1379,273,884,229,2.7574,INLAND
-118.43,34.24,36,1379,265,896,246,4.6827,<1H OCEAN
-120.93,39.9,20,1511,328,791,320,2.0221,INLAND
-120.97,37.61,16,1326,375,884,375,1.871,INLAND
-123.01,38.79,32,2697,529,1417,535,3.2546,<1H OCEAN
-120.6,34.91,44,711,140,384,116,2.1094,NEAR OCEAN
-122.69,38.44,31,1808,315,691,280,3.8583,<1H OCEAN
-117.33,33.97,8,152,19,1275,20,1.625,INLAND
-120.38,36.15,17,2279,448,1200,420,2.7461,INLAND
-117.05,32.76,46,1887,359,795,358,3.25,NEAR OCEAN
-118.03,34.1,32,2668,609,1512,541,2.9422,INLAND
-124.14,41.06,32,1020,215,421,198,3.0208,NEAR OCEAN
-118.22,34.14,52,1388,271,735,239,3.7404,<1H OCEAN
-118.31,33.72,26,2711,508,1372,459,4.1451,NEAR OCEAN
-120.71,38.85,8,1877,479,884,323,3.4688,INLAND
-120.98,39.08,20,4570,906,2125,815,3.0403,INLAND
-117.78,34.07,18,3610,772,2899,765,3.9784,INLAND
-118.27,34.06,30,1771,788,2188,764,1.5885,<1H OCEAN
-118.32,34.01,50,1842,377,817,341,3.1548,<1H OCEAN
-122.39,38,33,44,6,23,11,4.125,NEAR BAY
-117.9,33.66,4,456,91,623,84,6.6369,<1H OCEAN
-117.24,32.83,18,3109,501,949,368,7.4351,NEAR OCEAN
-121.94,38.27,35,10869,2226,9879,2152,2.5681,INLAND
-117.15,33.7,2,6305,1265,2489,1152,3.1319,INLAND
-118.53,34.18,16,7194,1976,3687,1894,3.1887,<1H OCEAN
-117.99,33.7,25,2017,357,1063,369,4.0345,<1H OCEAN
-122.43,37.77,52,2714,779,1438,733,3.6031,NEAR BAY
-122.21,37.47,33,1266,415,1991,334,2.92,NEAR OCEAN
-119.43,36.55,27,1621,323,882,324,2.75,INLAND
-118.09,34.17,36,2875,552,1131,458,4.3083,INLAND
-121.4,38.49,12,7290,1283,3960,1248,3.5968,INLAND
-117.04,32.64,5,2329,542,1213,514,4.0298,NEAR OCEAN
-119.69,36.25,35,2011,349,970,300,2.395,INLAND
-119.8,36.74,25,1717,542,1343,471,0.799,INLAND
-118.36,34.13,36,6871,1180,2216,1130,8.0499,<1H OCEAN
-118.23,34.14,39,277,89,182,91,2.3958,<1H OCEAN
-117.95,33.81,33,1724,291,943,285,5.118,<1H OCEAN
-119.19,34.28,28,3231,524,1665,540,4.8583,NEAR OCEAN
-121.83,37.34,21,6404,1232,6047,1235,4.2098,<1H OCEAN
-121.93,38.31,25,185,32,85,32,4.875,INLAND
-119.7,36.3,10,956,201,693,220,2.2895,INLAND
-122.22,37.85,28,5287,1048,2031,956,5.457,NEAR BAY
-118.36,34.04,48,1769,429,993,405,2.3214,<1H OCEAN
-122.41,37.79,52,6016,2509,3436,2119,2.5166,NEAR BAY
-122.71,37.9,23,1250,257,437,188,3.115,NEAR OCEAN
-120.65,35.27,15,2365,538,1446,490,2.5129,NEAR OCEAN
-118.36,33.89,40,756,122,371,130,5.0299,<1H OCEAN
-116.12,33.53,17,2421,820,2971,685,1.654,INLAND
-121,37.66,43,2369,413,944,422,3.2632,INLAND
-122.46,37.74,51,1905,291,707,284,6.2561,NEAR BAY
-121.24,37.94,5,2232,488,1857,435,2.8705,INLAND
-121.49,38.55,51,4280,632,1486,621,5.0359,INLAND
-122.41,37.8,52,1999,642,1846,620,1.9145,NEAR BAY
-118.11,33.83,37,1249,202,517,189,4.4196,<1H OCEAN
-118.18,33.77,41,2048,601,852,533,2.5726,NEAR OCEAN
-118.28,34.03,40,2118,796,2195,658,1.7976,<1H OCEAN
-117.32,34.09,30,1129,251,1034,237,2.3917,INLAND
-117.32,33.23,24,2580,604,982,569,1.6402,NEAR OCEAN
-117.65,33.6,13,2319,430,1004,380,5.133,<1H OCEAN
-120.7,35.55,10,3979,761,1834,671,3.5,<1H OCEAN
-116.89,33.92,10,2653,621,1967,598,2.6643,INLAND
-122.49,37.54,15,3456,545,1527,535,6.3256,NEAR OCEAN
-119.3,38.26,19,3325,660,750,286,2.9509,INLAND
-121.11,38.04,32,1083,188,471,178,2.9241,INLAND
-117.87,33.61,25,2267,359,866,348,7.79,<1H OCEAN
-118.28,34.04,19,460,241,890,229,1.6089,<1H OCEAN
-117.78,33.69,16,4702,806,2529,814,5.1299,<1H OCEAN
-118.85,35.2,17,2783,678,2566,641,1.9907,INLAND
-121.55,38.51,22,2403,431,1088,421,3.9,INLAND
-118.08,34.11,42,2628,525,1494,523,3.9464,<1H OCEAN
-121.35,38.6,27,4314,611,1662,575,5.0997,INLAND
-122.33,37.58,28,2784,736,1534,685,3.38,NEAR OCEAN
-117.88,33.77,31,2549,355,1044,362,6.9737,<1H OCEAN
-119.84,36.75,34,1186,300,774,271,1.575,INLAND
-118.29,33.96,32,3508,917,2794,839,1.554,<1H OCEAN
-117.87,33.88,24,2655,702,1519,708,3.3036,<1H OCEAN
-118.21,34.65,17,4001,814,2313,756,3.0441,INLAND
-118.11,34.01,22,1141,332,1189,321,2.2042,<1H OCEAN
-122.19,37.75,36,1126,263,482,150,1.9167,NEAR BAY
-118.39,34.21,14,2807,868,2729,803,2.6667,<1H OCEAN
-116.61,33.04,11,2522,538,616,269,3.875,INLAND
-118.15,35.06,15,1069,296,569,263,2.0441,INLAND
-118.49,34.21,25,1131,449,746,420,1.3565,<1H OCEAN
-117.7,33.63,16,4428,745,1525,682,5.2325,<1H OCEAN
-117.29,33.24,5,3109,634,1823,578,3.1875,<1H OCEAN
-121.34,37.96,27,1839,442,2010,416,2.1284,INLAND
-117.01,32.99,8,3372,430,1536,448,8.4284,<1H OCEAN
-117.69,34.07,35,3222,559,1970,550,3.7083,INLAND
-122.07,37.64,25,4524,860,2426,862,4.7083,NEAR BAY
-122.12,37.7,17,2488,617,1287,538,2.9922,NEAR BAY
-120.81,37.53,15,570,123,189,107,1.875,INLAND
-122.45,37.81,52,1375,322,287,184,3.9028,NEAR BAY
-117.21,32.86,26,1352,202,654,217,5.3693,NEAR OCEAN
-117.79,33.68,10,2106,319,1002,332,8.735,<1H OCEAN
-121.81,37.31,14,2731,578,1109,551,3.1382,<1H OCEAN
-118.17,33.98,41,428,111,585,139,3.1786,<1H OCEAN
-122.29,37.89,52,2248,422,870,377,3.4732,NEAR BAY
-118.22,33.98,34,2225,753,2980,736,1.6685,<1H OCEAN
-118.3,34.09,29,3245,1190,3906,1102,2.1927,<1H OCEAN
-118.15,34.2,52,1786,306,1018,322,4.1518,INLAND
-117.23,32.72,38,2827,581,972,558,3.2361,NEAR OCEAN
-117.55,33.87,18,8136,1584,4976,1516,3.9414,INLAND
-117.69,34.01,30,2598,573,2170,518,2.3,INLAND
-121.91,36.62,52,1431,300,657,293,3.2865,<1H OCEAN
-123.22,40.16,27,1848,449,396,150,2.8472,INLAND
-118.14,34.04,43,1949,464,1216,457,3.3214,<1H OCEAN
-119.74,36.75,47,2236,418,1042,397,2.9545,INLAND
-118.18,34.05,38,3272,731,3299,726,2.8295,<1H OCEAN
-122.13,37.68,45,2457,445,1129,422,4.0588,NEAR BAY
-118.23,34.66,25,2627,387,1059,338,3.6382,INLAND
-118.33,33.9,21,6603,1984,5546,1745,2.6091,<1H OCEAN
-122.34,37.95,44,1675,317,806,311,3.0694,NEAR BAY
-118.19,34.03,50,1183,246,851,231,3.2639,<1H OCEAN
-118.38,33.87,23,2387,418,1008,415,5.8518,<1H OCEAN
-122.48,37.64,7,120,21,50,27,12.5,NEAR OCEAN
-122.41,37.79,52,2909,851,1711,830,3.0296,NEAR BAY
-122.22,38.1,44,2256,451,1057,426,3.1204,NEAR BAY
-121.83,37.95,17,1133,244,716,235,2.875,INLAND
-117.71,33.51,12,4676,698,1543,598,6.379,<1H OCEAN
-117.23,33.1,4,1862,291,685,248,7.745,NEAR OCEAN
-121.25,38.67,14,6155,1034,2407,941,4.2262,INLAND
-117.8,33.67,4,3345,552,1525,539,6.7962,<1H OCEAN
-122,39.94,27,852,176,464,148,1.7125,INLAND
-120.3,38.9,11,1961,435,113,53,0.9227,INLAND
-121.91,37.31,16,2962,898,1555,795,2.5804,<1H OCEAN
-117.07,32.69,28,1485,275,820,283,4.069,NEAR OCEAN
-117,32.8,29,2045,398,912,368,3.0189,<1H OCEAN
-121.32,37.67,21,1494,271,781,255,4.3015,INLAND
-119.23,34.44,34,3193,664,1434,627,2.4777,<1H OCEAN
-122.43,37.77,52,2514,729,1428,597,2.3977,NEAR BAY
-122.02,37.31,35,2355,384,1248,378,5.9714,<1H OCEAN
-121.38,36.84,6,3769,669,2061,648,4.1875,INLAND
-117.28,34.12,47,2456,611,1653,512,1.3973,INLAND
-117.08,33.04,10,2577,347,1193,365,6.53,<1H OCEAN
-120.65,38.42,23,1538,305,730,267,2.6078,INLAND
-121.33,38.68,13,5826,1411,2244,1219,1.9093,INLAND
-117.97,33.75,32,1564,270,973,290,3.75,<1H OCEAN
-121.44,37.75,16,2229,458,1199,445,3.4821,INLAND
-121.51,38.26,52,910,212,429,212,1.6458,INLAND
-122.29,37.81,20,835,161,290,133,2.483,NEAR BAY
-122.08,37.65,17,5018,1439,3069,1299,2.7694,NEAR BAY
-122.49,37.78,47,2695,643,1505,644,3.0877,NEAR BAY
-120.42,38.42,18,2912,663,999,411,2.7344,INLAND
-118.13,34.16,52,1872,357,984,364,4,<1H OCEAN
-117.01,34.9,36,2181,555,1404,492,2.3077,INLAND
-117.24,32.74,43,2216,375,918,388,5.5289,NEAR OCEAN
-118.15,33.84,29,2448,354,894,349,7.6526,<1H OCEAN
-118.01,33.94,36,1921,329,969,327,4.9191,<1H OCEAN
-118.36,33.94,38,2169,688,3036,639,2.3125,<1H OCEAN
-118.19,33.99,36,1273,379,1398,353,2.4516,<1H OCEAN
-121.9,37.31,52,2125,431,1014,443,5.8186,<1H OCEAN
-118.43,34.29,38,1237,298,1073,293,3.6726,<1H OCEAN
-121.08,38.93,14,4239,824,1729,794,2.4278,INLAND
-122.48,38.9,10,304,63,161,61,2.1964,INLAND
-122.18,37.91,31,7200,876,2428,843,10.9405,NEAR BAY
-121.42,38.6,23,3713,1078,2194,1018,1.7451,INLAND
-117.17,32.72,44,626,256,572,229,1.5909,NEAR OCEAN
-117.88,33.7,18,2135,373,1464,405,5.4836,<1H OCEAN
-120.97,37.73,19,3725,543,1412,463,5.7476,INLAND
-121.63,39.15,16,1547,418,940,400,1.5613,INLAND
-120.27,37.12,42,1142,236,597,210,1.7279,INLAND
-121.96,37.43,18,2514,578,2205,545,3.3859,<1H OCEAN
-118.32,34.17,45,3448,690,1562,643,4.0648,<1H OCEAN
-117.95,33.78,26,4115,883,2184,825,3.9536,<1H OCEAN
-121.87,37.3,14,360,124,134,84,2.7411,<1H OCEAN
-117.23,34.11,22,1162,221,995,244,2.5875,INLAND
-117.96,33.85,36,1951,365,1254,358,4.8438,<1H OCEAN
-122.42,37.79,52,2737,1241,1761,1029,1.8068,NEAR BAY
-120.08,39.23,19,1746,306,251,104,4.8182,INLAND
-118.25,34.02,50,180,89,356,76,2.1944,<1H OCEAN
-119.33,36.19,27,418,163,332,141,1.0714,INLAND
-120.56,35.07,14,6788,1216,2866,1036,3.3603,<1H OCEAN
-117.1,32.58,17,2046,559,1585,530,2.25,NEAR OCEAN
-118.2,34.13,30,3369,824,2032,795,4.0052,<1H OCEAN
-117.22,32.81,24,730,196,335,203,3.5078,NEAR OCEAN
-118.41,34,18,1307,441,884,456,2.9338,<1H OCEAN
-119.71,36.81,19,1648,368,557,354,1.7969,INLAND
-118.44,34.06,28,3910,959,1763,867,5.5,<1H OCEAN
-117.97,33.84,34,874,153,549,153,4.8667,<1H OCEAN
-119.63,36.32,36,1518,287,749,255,2.2333,INLAND
-118.53,34.04,45,1711,264,735,261,9.1078,<1H OCEAN
-117.93,34.07,36,1207,209,683,213,5.3559,<1H OCEAN
-117.31,34.08,40,2011,495,1528,469,1.9375,INLAND
-122.44,37.7,6,3523,664,1705,608,4.9318,NEAR OCEAN
-122.04,37.34,23,2590,725,1795,680,3.16,<1H OCEAN
-121.26,38.65,17,2655,421,991,384,4.6484,INLAND
-118.49,34.19,23,2087,571,1809,553,3.1667,<1H OCEAN
-118.29,34.09,35,2198,998,3441,912,2.0467,<1H OCEAN
-122.04,38.24,30,2081,456,1005,438,1.9954,INLAND
-117.82,33.73,24,845,190,482,190,4.7039,<1H OCEAN
-117.81,33.74,24,2696,649,1908,626,3.3047,<1H OCEAN
-117.95,33.7,17,5781,924,2585,915,5.343,<1H OCEAN
-123.82,40.12,33,2985,591,1221,486,2.087,<1H OCEAN
-118.36,33.86,37,1249,218,583,214,5.7422,<1H OCEAN
-118.77,34.28,27,1416,251,1024,268,5.1074,<1H OCEAN
-122.29,37.86,52,1665,404,815,372,1.9946,NEAR BAY
-120.18,36.59,25,948,198,613,171,2.3026,INLAND
-118.02,34.09,24,2080,514,1976,478,2.6917,INLAND
-117.96,33.82,29,2176,468,1632,428,3.707,<1H OCEAN
-120.13,39.06,22,2465,539,381,146,2.875,INLAND
-121.35,38.68,18,7923,1558,3789,1473,3.5403,INLAND
-121.73,36.9,23,2392,721,3074,718,2.5195,<1H OCEAN
-117.18,34.08,28,2243,399,1464,379,3.2105,INLAND
-122.91,39.18,43,89,18,86,27,2.0208,INLAND
-119.74,36.65,19,2546,463,1257,418,2.9013,INLAND
-118.34,33.99,48,2225,433,1170,401,2.9643,<1H OCEAN
-118.13,34.2,45,1213,206,529,231,5.6629,INLAND
-117.17,32.83,24,3541,530,1591,530,5.3538,NEAR OCEAN
-118.5,34.2,42,1558,322,884,334,2.2304,<1H OCEAN
-117.97,33.72,24,2991,500,1437,453,5.4286,<1H OCEAN
-118.39,34.08,27,6605,1710,2665,1520,3.8088,<1H OCEAN
-119.71,36.83,5,1087,338,623,362,1.8061,INLAND
-117.89,33.88,27,2091,336,1037,332,5.7519,<1H OCEAN
-117.19,33.14,12,3652,923,1677,728,2.3267,<1H OCEAN
-114.62,33.62,26,18,3,5,3,0.536,INLAND
-122.25,37.8,29,2468,864,1335,773,1.3929,NEAR BAY
-118.25,33.97,32,879,257,1057,230,1.6776,<1H OCEAN
-122.14,37.72,45,1397,253,555,248,2.983,NEAR BAY
-117.97,34.17,35,5005,848,2112,813,4.9968,INLAND
-122.55,38.42,24,2220,411,894,365,4.2891,<1H OCEAN
-118.22,34.52,7,4524,735,2298,717,6.5538,INLAND
-118.23,34.13,34,609,149,407,145,4.5766,<1H OCEAN
-117.13,32.72,43,2160,504,1221,452,2.4821,NEAR OCEAN
-119.03,35.36,41,1944,363,977,388,3.9097,INLAND
-122.41,37.8,52,3278,775,1279,709,5.4378,NEAR BAY
-122.46,37.72,37,1833,388,1093,363,3.0703,NEAR OCEAN
-118.07,33.93,5,906,187,1453,158,4.125,<1H OCEAN
-121.82,37.28,33,2873,489,1946,475,5.0709,<1H OCEAN
-121.9,36.58,31,1431,,704,393,3.1977,NEAR OCEAN
-117.94,34.15,33,859,144,421,138,4.4821,INLAND
-121.3,38.13,26,2256,360,937,372,5.0528,INLAND
-118.36,34.06,39,2810,670,1109,624,3.25,<1H OCEAN
-118.23,34.14,33,2865,864,2061,790,2.6268,<1H OCEAN
-119.72,34.43,27,984,299,777,313,2.5694,<1H OCEAN
-121.76,36.75,21,1141,257,671,195,3.8424,<1H OCEAN
-117.09,32.74,23,3130,779,2472,744,2.32,NEAR OCEAN
-118.19,34.04,39,1074,323,1613,308,2.3015,<1H OCEAN
-118.36,33.89,34,760,174,723,198,5.3169,<1H OCEAN
-118.09,33.96,20,1911,472,1407,465,2.7647,<1H OCEAN
-119.9,37.49,13,2230,443,920,361,3,INLAND
-117.49,33.64,3,8874,1302,3191,1027,6.8588,<1H OCEAN
-121.36,38.01,16,926,230,451,198,4.0221,INLAND
