longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.46,34.25,33,2202,433.0,1135,407,4.2143,<1H OCEAN,215082.0
-120.73,39.63,17,1791,356.0,432,190,3.8826,INLAND,125836.0
-122.54,38.36,40,2725,531.0,1167,458,3.7969,<1H OCEAN,201475.0
-122.91,39.17,44,202,42.0,142,39,4.35,INLAND,173118.0
-117.27,34.16,32,2894,427.0,1151,446,6.2236,INLAND,266079.04
-118.23,33.93,36,501,123.0,487,118,1.3,<1H OCEAN,102749.0
-117.34,34.13,29,331,85.0,341,107,0.7069,INLAND,92283.0
-118.13,33.79,29,2937,524.0,1132,528,4.6133,NEAR OCEAN,324153.2
-120.47,34.63,23,2441,463.0,1392,434,3.7917,NEAR OCEAN,168863.0
-119.32,36.2,25,1427,246.0,772,221,2.2262,INLAND,71695.0
-118.4,34.03,24,1101,318.0,491,287,3.2222,<1H OCEAN,337841.07
-122.99,39.02,14,1582,301.0,851,273,3.45,<1H OCEAN,123775.0
-117.99,33.72,14,2127,537.0,1338,475,3.628,<1H OCEAN,194112.0
-117.13,32.76,29,2568,682.0,1191,642,2.1094,NEAR OCEAN,140978.0
-117.23,34.51,9,5756,807.0,2158,758,5.5875,INLAND,196414.0
-122.44,37.75,52,2082,425.0,801,411,4.2708,NEAR BAY,352690.03
-121.02,37.68,28,2875,560.0,1608,558,3.5489,INLAND,119490.0
-117.97,33.71,26,2553,405.0,1337,411,5.3737,<1H OCEAN,248226.0
-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,NEAR OCEAN,277732.08
-117.87,33.84,10,3381,729.0,1584,636,5.3812,<1H OCEAN,268270.0
-122.4,37.71,47,1649,328.0,1183,356,3.3625,NEAR BAY,225722.0
-120.98,37.66,33,1959,342.0,984,356,4.5208,INLAND,155995.0
-117.61,34.34,18,5210,912.0,1301,464,4.8623,INLAND,176323.0
-121.81,37.99,18,2807,445.0,1315,437,4.8194,INLAND,148179.0
-122.67,38.44,29,2551,448.0,1165,456,4.3587,<1H OCEAN,244120.0
-118.3,34.07,36,2657,738.0,2274,723,3.425,<1H OCEAN,296725.03
-119.71,36.81,19,2282,550.0,1034,500,1.6618,INLAND,73763.0
-121.88,37.34,44,1267,353.0,1018,327,2.4196,<1H OCEAN,190670.0
-116.93,32.81,18,2447,466.0,1573,472,2.6429,<1H OCEAN,146324.0
-121.01,37.33,17,1926,410.0,1054,321,1.6214,INLAND,110969.0
-123.2,39.13,26,1474,417.0,1065,401,1.375,<1H OCEAN,112399.0
-116.87,32.72,13,3268,491.0,1431,503,5.7652,<1H OCEAN,245861.0
-122.48,37.51,22,1564,278.0,761,270,4.7578,NEAR OCEAN,397275.02
-118.44,34.25,35,1583,324.0,1481,351,3.7,<1H OCEAN,159403.0
-120.33,34.87,24,2590,404.0,1093,338,3.9375,<1H OCEAN,212122.03
-118.34,33.91,8,3937,1404.0,2691,1142,2.4741,<1H OCEAN,194835.01
-118.68,34.08,18,102,17.0,55,21,3.9934,NEAR OCEAN,359460.18
-118.46,34.05,25,4077,1151.0,1719,1017,3.7721,<1H OCEAN,426931.33
-116.95,33.76,10,6890,1702.0,3141,1451,1.7079,INLAND,93271.0
-121.22,37.79,36,1052,221.0,712,212,1.7228,INLAND,88261.0
-118.15,34.04,44,647,142.0,457,143,3.6875,<1H OCEAN,206230.0
-117.7,33.6,26,2283,506.0,634,469,2.3774,<1H OCEAN,117983.01
-118.1,34.16,46,2863,513.0,1412,498,5.3272,INLAND,349402.0
-121.48,38.61,18,1511,315.0,1062,304,2.3438,INLAND,103273.0
-121.7,37.93,10,3258,612.0,1779,558,4.6587,INLAND,204551.0
-122.28,37.82,52,1387,341.0,1074,304,1.2171,NEAR BAY,106388.01
-121.8,38.0,34,2738,475.0,1316,459,3.5368,INLAND,123956.0
-121.92,37.25,36,3874,656.0,1826,639,4.9662,<1H OCEAN,257745.02
-122.41,37.79,52,5783,2747.0,4518,2538,1.724,NEAR BAY,296412.13
-121.58,37.03,16,3120,685.0,2383,681,3.5551,INLAND,215888.0
-118.35,34.07,45,7803,2154.0,3359,2041,3.3594,<1H OCEAN,343928.17
-122.53,37.5,19,4768,807.0,2199,805,6.1896,NEAR OCEAN,381448.13
-117.64,34.09,34,2839,659.0,1822,631,3.05,INLAND,122016.0
-118.3,34.06,33,2437,1283.0,3906,1084,2.0332,<1H OCEAN,241952.0
-117.09,32.71,29,2238,523.0,2061,504,2.5559,NEAR OCEAN,109545.0
-117.9,33.63,28,2370,352.0,832,347,7.1148,<1H OCEAN,433493.32
-122.45,37.72,52,1729,319.0,890,300,4.3036,NEAR BAY,259624.0
-118.52,34.21,34,1663,299.0,762,282,5.1265,<1H OCEAN,242734.0
-121.02,37.62,30,1721,399.0,1878,382,2.5363,INLAND,91175.0
-118.29,34.03,27,1084,287.0,1085,279,2.135,<1H OCEAN,162058.0
-121.16,41.78,42,2918,576.0,1182,440,2.1434,INLAND,61345.0
-118.13,33.93,19,1793,447.0,1222,452,2.6862,<1H OCEAN,170674.0
-117.92,33.94,27,4566,620.0,2045,664,5.583,<1H OCEAN,263523.0
-121.03,37.68,20,3204,625.0,2016,605,2.6567,INLAND,118764.0
-118.42,34.01,42,1700,438.0,997,436,2.9213,<1H OCEAN,359418.06
-117.27,33.06,7,3686,733.0,1612,672,3.197,NEAR OCEAN,192556.0
-121.64,36.68,16,6568,1603.0,6012,1565,2.3463,<1H OCEAN,144250.0
-119.65,36.37,4,3725,783.0,1478,600,3.5486,INLAND,97494.0
-117.31,34.51,18,2704,698.0,1611,597,2.0243,INLAND,90571.0
-117.99,33.66,14,3155,653.0,951,575,3.0625,<1H OCEAN,200563.0
-118.09,33.92,31,1983,419.0,1157,390,3.5455,<1H OCEAN,181757.0
-121.02,36.24,12,2198,507.0,1971,502,2.6801,<1H OCEAN,148536.0
-118.07,33.9,42,1007,224.0,776,228,3.8672,<1H OCEAN,171171.0
-122.27,37.84,52,2436,541.0,1015,478,1.725,NEAR BAY,152368.0
-122.25,37.5,44,348,79.0,154,73,4.7708,NEAR OCEAN,310389.01
-118.42,34.15,31,1861,430.0,736,360,5.2853,<1H OCEAN,419151.25
-121.08,37.69,19,6473,1212.0,3559,1123,3.2246,INLAND,149564.0
-122.32,40.57,15,2524,449.0,1374,467,3.3816,INLAND,112070.0
-122.45,37.69,17,2359,501.0,884,504,3.0625,NEAR OCEAN,248590.0
-122.68,38.4,32,2826,627.0,1767,628,3.1047,<1H OCEAN,172998.0
-118.25,34.12,11,1281,418.0,1584,330,2.8889,<1H OCEAN,194409.0
-120.46,34.64,11,562,164.0,504,147,2.0161,NEAR OCEAN,149344.01
-118.28,34.02,46,1098,426.0,1510,374,2.1382,<1H OCEAN,123559.0
-117.34,33.16,24,1006,277.0,610,246,2.25,NEAR OCEAN,192943.0
-120.97,37.84,28,2368,430.0,1231,403,2.883,INLAND,116550.0
-117.25,32.79,37,1467,442.0,651,354,2.375,NEAR OCEAN,248934.0
-121.64,36.72,17,4203,816.0,2900,827,4.1742,<1H OCEAN,213606.0
-118.47,34.25,21,2692,477.0,1330,456,4.5417,<1H OCEAN,238848.02
-117.14,32.72,43,1073,344.0,660,279,2.0529,NEAR OCEAN,144264.0
-118.15,34.02,43,2172,605.0,2386,597,2.8239,<1H OCEAN,167550.0
-117.29,33.13,4,617,105.0,224,105,3.9205,NEAR OCEAN,217413.1
-117.96,33.78,33,1520,,658,242,4.875,<1H OCEAN,218346.02
-122.81,38.08,19,1615,366.0,815,337,3.4609,NEAR OCEAN,230404.0
-117.78,33.85,16,3781,504.0,1665,499,7.2554,<1H OCEAN,312373.0
-117.89,34.1,34,2048,411.0,1456,416,3.125,<1H OCEAN,165132.0
-122.16,37.74,46,1029,181.0,567,211,3.4844,NEAR BAY,150511.0
-122.12,37.16,32,1602,317.0,752,275,5.1664,NEAR OCEAN,341896.08
-118.09,33.98,37,1226,255.0,1068,271,3.1607,<1H OCEAN,160065.0
-118.18,33.98,30,1735,573.0,2237,545,2.3444,<1H OCEAN,157310.0
-117.91,34.06,29,3250,521.0,1382,513,5.112,<1H OCEAN,232070.0
-117.68,34.15,24,1033,189.0,486,204,4.1719,INLAND,166633.0
-118.3,34.05,34,1453,588.0,1987,589,2.096,<1H OCEAN,189063.0
-121.88,37.43,17,3469,896.0,2762,808,3.3884,<1H OCEAN,212490.0
-122.48,37.76,52,3260,653.0,1594,632,4.4094,NEAR BAY,348777.06
-119.8,36.72,19,1334,336.0,1171,319,1.0481,INLAND,54252.99
-123.22,39.16,29,6121,1222.0,3595,1189,2.631,<1H OCEAN,129370.0
-119.17,34.17,21,2361,464.0,1146,396,3.6597,NEAR OCEAN,223343.02
-120.32,38.71,13,1115,255.0,86,32,3.5667,INLAND,132115.0
-119.64,36.56,34,576,117.0,363,97,2.0658,INLAND,70423.0
-117.84,35.54,11,1751,316.0,765,296,5.0762,INLAND,120240.0
-122.1,38.24,13,7367,1042.0,3193,983,5.3102,NEAR BAY,209958.0
-122.27,37.32,37,2607,534.0,1346,507,5.3951,NEAR OCEAN,374977.05
-118.1,33.89,35,994,203.0,602,185,3.5865,<1H OCEAN,178445.0
-117.02,32.75,33,3296,537.0,1345,556,5.2835,<1H OCEAN,194209.0
-117.32,34.12,37,2868,574.0,2055,563,2.3508,INLAND,81382.0
-121.42,38.62,41,1087,272.0,462,219,2.0224,INLAND,93161.0
-118.15,34.11,39,2618,582.0,1314,532,3.5875,<1H OCEAN,277664.02
-118.14,33.91,34,2011,472.0,1087,423,3.0465,<1H OCEAN,210690.0
-122.37,37.58,43,2506,432.0,967,428,4.7404,NEAR OCEAN,394054.04
-117.13,32.9,15,2785,644.0,1798,630,3.7156,<1H OCEAN,155900.0
-120.25,37.11,20,2062,466.0,1285,456,1.5319,INLAND,72838.0
-117.27,32.85,26,1373,,608,268,4.425,NEAR OCEAN,311218.14
-118.32,34.19,37,1335,249.0,485,240,4.1731,<1H OCEAN,246998.02
-118.3,33.78,35,2572,504.0,1172,519,4.6207,<1H OCEAN,278494.02
-121.2,38.73,11,4897,636.0,1931,616,7.7499,INLAND,269262.0
-121.9,36.61,29,3412,827.0,1574,759,2.9309,NEAR OCEAN,230427.0
-117.14,32.92,15,3242,595.0,1936,593,4.9706,<1H OCEAN,203532.0
-118.36,34.16,32,2455,556.0,989,493,4.0764,<1H OCEAN,339494.09
-117.89,33.92,17,2936,555.0,1381,535,5.4617,<1H OCEAN,286489.0
-121.48,38.56,50,1587,448.0,877,380,2.0833,INLAND,91481.0
-119.05,35.36,16,4507,1049.0,2261,959,3.3261,INLAND,89451.0
-120.85,37.49,42,264,72.0,310,70,1.4063,INLAND,79932.0
-118.34,34.08,52,1721,195.0,688,196,15.0001,<1H OCEAN,500001.0
-118.1,34.13,44,1745,237.0,693,248,9.7912,<1H OCEAN,493185.91
-117.22,33.19,16,3004,656.0,1948,606,2.7019,<1H OCEAN,155714.0
-118.46,34.26,33,1358,247.0,738,235,5.0947,<1H OCEAN,225316.0
-118.36,33.8,38,2553,400.0,1042,393,6.9742,NEAR OCEAN,448915.47
-117.08,32.78,21,2919,496.0,984,443,4.625,NEAR OCEAN,215003.0
-116.44,34.12,18,5584,1303.0,2250,1158,1.5823,INLAND,76548.0
-117.68,33.51,4,2428,401.0,959,386,6.2661,<1H OCEAN,313684.0
-118.45,34.04,19,3330,1010.0,1837,915,3.0173,<1H OCEAN,337199.03
-119.34,35.6,33,2143,488.0,1732,509,1.9362,INLAND,58284.0
-121.86,37.42,20,5032,808.0,2695,801,6.6227,<1H OCEAN,303770.02
-119.98,38.93,25,1262,293.0,534,226,2.6607,INLAND,109176.0
-121.83,39.74,34,3263,604.0,1290,594,2.575,INLAND,82445.0
-118.31,33.96,43,2118,569.0,1266,500,1.747,<1H OCEAN,118735.0
-119.84,36.79,21,3235,648.0,1820,614,3.3447,INLAND,93640.0
-117.93,33.66,18,2043,250.0,702,246,9.6062,<1H OCEAN,462818.51
-119.81,36.78,35,1012,245.0,633,240,2.0324,INLAND,61210.0
-121.31,38.97,16,1210,228.0,726,222,2.7083,INLAND,117900.0
-122.13,37.74,41,4400,666.0,1476,648,5.0,NEAR BAY,284945.01
-120.2,34.63,14,2647,515.0,1487,488,4.4519,NEAR OCEAN,258581.0
-117.12,32.75,20,1406,413.0,850,412,2.3261,NEAR OCEAN,140411.0
-121.2,38.28,20,1732,307.0,999,305,3.9808,INLAND,147858.0
-118.46,34.18,27,2582,719.0,2038,718,3.0877,<1H OCEAN,222965.0
-117.77,33.84,5,4380,715.0,1913,741,6.7274,<1H OCEAN,302545.01
-117.06,33.02,17,2635,389.0,994,359,5.8966,<1H OCEAN,277022.0
-118.1,34.05,31,3559,734.0,2975,715,3.756,<1H OCEAN,193615.0
-117.95,33.8,34,1654,285.0,905,292,4.6389,<1H OCEAN,210737.0
-118.21,33.81,43,905,199.0,764,204,3.3214,NEAR OCEAN,166501.0
-122.26,37.85,52,2643,626.0,1212,620,1.9167,NEAR BAY,184909.0
-118.05,34.02,31,40,8.0,25,7,2.125,<1H OCEAN,197792.04
-118.52,34.18,46,2082,438.0,1047,393,3.6534,<1H OCEAN,229855.0
-120.74,39.39,18,453,117.0,152,77,1.3523,INLAND,89147.99
-118.13,33.91,36,1967,316.0,910,306,4.4948,<1H OCEAN,217250.0
-124.1,40.88,35,2987,578.0,1581,585,2.0657,NEAR OCEAN,79878.0
-116.52,33.85,13,7559,1444.0,3189,1105,3.4886,INLAND,147260.0
-121.96,38.36,11,3208,790.0,1772,694,2.7434,INLAND,130158.0
-122.27,37.84,52,1688,337.0,853,325,2.1806,NEAR BAY,148304.0
-121.49,39.49,20,2505,468.0,1174,429,2.9965,INLAND,97886.0
-121.3,37.94,40,452,109.0,412,97,1.3417,INLAND,62602.0
-117.62,33.42,23,2656,515.0,998,435,4.0294,NEAR OCEAN,269839.03
-119.63,36.6,33,1589,294.0,1102,307,1.9676,INLAND,61033.0
-118.31,33.99,47,1525,359.0,982,333,2.0915,<1H OCEAN,106327.0
-116.99,32.74,18,3341,611.0,1952,602,3.9844,<1H OCEAN,167236.0
-117.05,33.13,20,7746,2035.0,5370,1838,2.3762,<1H OCEAN,143564.0
-117.98,33.75,37,1264,274.0,783,273,3.3438,<1H OCEAN,180067.0
-118.35,33.8,32,1434,296.0,672,285,4.875,<1H OCEAN,338214.0
-122.02,37.38,43,1261,317.0,836,333,4.0911,<1H OCEAN,241218.0
-117.09,32.79,36,1936,345.0,861,343,3.8333,NEAR OCEAN,166637.0
-117.98,33.95,35,4055,652.0,1758,639,6.1898,<1H OCEAN,364079.18
-119.73,34.43,35,2703,654.0,1383,631,4.5278,NEAR OCEAN,318769.08
-121.44,38.49,31,4297,788.0,2083,771,3.3878,INLAND,105811.0
-118.2,33.87,26,703,202.0,757,212,2.525,<1H OCEAN,149629.0
-118.14,33.76,37,3242,698.0,1080,629,3.901,NEAR OCEAN,431361.37
-122.34,41.06,33,2149,498.0,631,273,1.8816,INLAND,69277.0
-116.89,32.85,15,3560,593.0,1757,574,5.1185,<1H OCEAN,190560.0
-117.97,33.68,26,3653,568.0,1930,585,5.7301,<1H OCEAN,257279.0
-122.1,37.36,32,1433,199.0,498,201,9.3586,NEAR BAY,498353.94
-123.25,38.54,27,3658,764.0,1278,518,3.3536,NEAR OCEAN,223378.0
-116.94,32.75,4,14934,2479.0,6945,2418,5.1221,<1H OCEAN,232832.01
-117.71,33.63,16,2497,500.0,1357,456,4.5909,<1H OCEAN,220470.0
-117.97,33.82,26,4013,985.0,2442,922,3.7655,<1H OCEAN,192077.0
-122.18,37.77,51,2107,471.0,1173,438,3.2552,NEAR BAY,176285.0
-118.06,33.86,16,5603,938.0,3045,893,5.0778,<1H OCEAN,259680.0
-120.46,37.33,4,786,116.0,368,109,6.3215,INLAND,232873.0
-122.27,37.98,23,3455,479.0,1375,474,6.0289,NEAR BAY,298985.04
-118.15,34.59,33,2111,429.0,1067,397,3.7344,INLAND,128040.0
-122.14,37.41,35,2419,426.0,949,433,6.4588,NEAR BAY,405039.09
-122.19,37.77,42,932,254.0,900,263,1.8039,NEAR BAY,88467.0
-118.27,34.1,41,3729,740.0,1364,707,5.7778,<1H OCEAN,366643.2
-119.69,36.46,29,1702,301.0,914,280,2.8125,INLAND,77484.0
-118.5,34.26,33,2831,510.0,1340,504,4.8316,<1H OCEAN,237138.0
-121.83,37.28,17,3057,606.0,2030,602,5.2166,<1H OCEAN,261066.0
-121.52,39.12,37,102,17.0,29,14,4.125,INLAND,120190.0
-122.41,37.63,37,1252,275.0,878,287,4.2262,NEAR OCEAN,269358.0
-120.88,38.58,8,3417,604.0,1703,623,4.0827,INLAND,159240.0
-118.25,34.14,37,584,260.0,552,235,1.8235,<1H OCEAN,214850.01
-122.28,37.75,20,1156,365.0,583,326,3.1972,NEAR BAY,244054.05
-116.52,32.9,18,4454,852.0,1754,656,4.57,INLAND,196796.0
-117.91,33.78,33,2729,549.0,2223,535,4.0362,<1H OCEAN,193239.0
-118.37,34.09,24,630,172.0,257,147,5.5224,<1H OCEAN,358859.22
-118.23,34.1,46,2483,587.0,2121,553,2.2788,<1H OCEAN,160334.0
-122.41,37.79,52,3610,1286.0,1504,1047,3.2059,NEAR BAY,445854.61
-122.08,37.3,30,2268,404.0,1197,372,7.0813,<1H OCEAN,435454.4
-121.3,38.13,27,1004,192.0,470,192,2.8942,INLAND,114829.0
-119.63,36.58,22,1794,435.0,1127,359,1.2647,INLAND,56683.0
-120.61,35.1,14,2919,691.0,1896,577,2.4003,<1H OCEAN,151509.0
-117.13,33.89,4,1611,239.0,275,84,3.5781,INLAND,153407.0
-119.79,36.72,19,1719,391.0,1369,368,1.25,INLAND,58482.0
-118.21,34.18,14,2672,335.0,1113,318,12.1579,<1H OCEAN,497649.94
-120.93,37.67,6,3491,657.0,2075,644,3.3844,INLAND,131290.0
-120.0,36.7,33,1902,370.0,1168,358,2.6852,INLAND,71895.0
-122.44,37.8,52,3830,,1310,963,3.4801,NEAR BAY,468480.68
-118.35,33.97,26,1725,431.0,1130,404,3.2708,<1H OCEAN,220225.0
-119.33,36.89,15,1879,411.0,755,294,2.0,INLAND,81119.0
-117.95,33.92,11,3127,706.0,1594,694,4.3426,<1H OCEAN,202088.0
-118.35,33.89,25,1769,440.0,1371,414,3.0833,<1H OCEAN,230571.0
-122.42,37.75,52,2112,528.0,1227,513,3.5536,NEAR BAY,304935.0
-121.96,37.71,6,8072,1050.0,3386,1062,7.2494,<1H OCEAN,337395.0
-121.06,37.67,31,906,146.0,383,129,3.4167,INLAND,150789.0
-118.05,34.11,42,3677,627.0,1779,622,5.1509,INLAND,395101.01
-117.81,33.64,4,1741,225.0,811,233,12.3411,<1H OCEAN,478954.37
-122.37,37.58,52,1900,290.0,665,276,4.5486,NEAR OCEAN,420344.18
-122.1,39.47,43,1320,215.0,512,197,2.4917,INLAND,74594.0
-117.69,33.51,4,1223,275.0,505,244,4.6607,<1H OCEAN,323287.3
-118.25,34.07,47,2059,618.0,2033,544,1.9028,<1H OCEAN,183047.0
-117.1,34.57,6,5110,1044.0,1938,724,3.1917,INLAND,124635.0
-120.64,35.15,7,7922,1442.0,2863,1197,4.849,<1H OCEAN,271769.01
-122.12,37.44,33,1509,303.0,748,268,4.875,NEAR BAY,289652.17
-118.39,34.03,19,1450,509.0,746,437,3.1415,<1H OCEAN,312667.06
-123.41,40.07,17,449,151.0,141,53,0.8362,INLAND,61079.97
-117.39,34.07,26,1387,277.0,664,239,3.0278,INLAND,111037.0
-116.48,33.79,14,9425,2020.0,1711,1000,2.6298,INLAND,125251.0
-121.63,36.71,19,5015,1013.0,3251,940,3.9818,<1H OCEAN,221679.0
-118.33,34.1,30,5293,2446.0,4123,2127,1.51,<1H OCEAN,254919.07
-118.49,34.18,31,3073,674.0,1486,684,4.8984,<1H OCEAN,271879.0
-122.49,38.22,33,1486,290.0,781,274,3.5647,NEAR BAY,252178.01
-118.14,34.13,16,3569,821.0,1505,783,4.9167,<1H OCEAN,330031.11
-118.14,33.97,31,2064,612.0,2461,573,2.0524,<1H OCEAN,165191.0
-117.13,32.75,50,1476,354.0,698,354,3.0,NEAR OCEAN,201413.01
-118.44,34.28,46,11,11.0,24,13,2.875,<1H OCEAN,249196.1
-118.16,33.97,30,2419,715.0,3208,719,2.1743,<1H OCEAN,164382.0
-117.47,34.06,33,1379,273.0,884,229,2.7574,INLAND,103966.0
-118.43,34.24,36,1379,265.0,896,246,4.6827,<1H OCEAN,201258.02
-120.93,39.9,20,1511,328.0,791,320,2.0221,INLAND,78916.0
-120.97,37.61,16,1326,375.0,884,375,1.871,INLAND,120054.0
-123.01,38.79,32,2697,529.0,1417,535,3.2546,<1H OCEAN,159719.0
-120.6,34.91,44,711,140.0,384,116,2.1094,NEAR OCEAN,161550.01
-122.69,38.44,31,1808,315.0,691,280,3.8583,<1H OCEAN,179123.0
-117.33,33.97,8,152,19.0,1275,20,1.625,INLAND,127911.0
-120.38,36.15,17,2279,448.0,1200,420,2.7461,INLAND,73785.0
-117.05,32.76,46,1887,359.0,795,358,3.25,NEAR OCEAN,163287.0
-118.03,34.1,32,2668,609.0,1512,541,2.9422,INLAND,195177.0
-124.14,41.06,32,1020,215.0,421,198,3.0208,NEAR OCEAN,93141.0
-118.22,34.14,52,1388,271.0,735,239,3.7404,<1H OCEAN,266836.0
-118.31,33.72,26,2711,508.0,1372,459,4.1451,NEAR OCEAN,322593.0
-120.71,38.85,8,1877,479.0,884,323,3.4688,INLAND,132026.0
-120.98,39.08,20,4570,906.0,2125,815,3.0403,INLAND,127929.0
-117.78,34.07,18,3610,772.0,2899,765,3.9784,INLAND,156891.0
-118.27,34.06,30,1771,788.0,2188,764,1.5885,<1H OCEAN,201466.0
-118.32,34.01,50,1842,377.0,817,341,3.1548,<1H OCEAN,152855.0
-122.39,38.0,33,44,6.0,23,11,4.125,NEAR BAY,252766.03
-117.9,33.66,4,456,91.0,623,84,6.6369,<1H OCEAN,289945.03
-117.24,32.83,18,3109,501.0,949,368,7.4351,NEAR OCEAN,365230.04
-121.94,38.27,35,10869,2226.0,9879,2152,2.5681,INLAND,115178.0
-117.15,33.7,2,6305,1265.0,2489,1152,3.1319,INLAND,144114.0
-118.53,34.18,16,7194,1976.0,3687,1894,3.1887,<1H OCEAN,212645.0
-117.99,33.7,25,2017,357.0,1063,369,4.0345,<1H OCEAN,218934.0
-122.43,37.77,52,2714,779.0,1438,733,3.6031,NEAR BAY,410831.14
-122.21,37.47,33,1266,415.0,1991,334,2.92,NEAR OCEAN,209755.0
-119.43,36.55,27,1621,323.0,882,324,2.75,INLAND,79512.0
-118.09,34.17,36,2875,552.0,1131,458,4.3083,INLAND,301408.0
-121.4,38.49,12,7290,1283.0,3960,1248,3.5968,INLAND,121466.0
-117.04,32.64,5,2329,542.0,1213,514,4.0298,NEAR OCEAN,146349.0
-119.69,36.25,35,2011,349.0,970,300,2.395,INLAND,75754.0
-119.8,36.74,25,1717,542.0,1343,471,0.799,INLAND,63260.0
-118.36,34.13,36,6871,1180.0,2216,1130,8.0499,<1H OCEAN,495511.91
-118.23,34.14,39,277,89.0,182,91,2.3958,<1H OCEAN,191106.07
-117.95,33.81,33,1724,291.0,943,285,5.118,<1H OCEAN,223013.0
-119.19,34.28,28,3231,524.0,1665,540,4.8583,NEAR OCEAN,242444.01
-121.83,37.34,21,6404,1232.0,6047,1235,4.2098,<1H OCEAN,224797.02
-121.93,38.31,25,185,32.0,85,32,4.875,INLAND,139585.0
-119.7,36.3,10,956,201.0,693,220,2.2895,INLAND,69312.0
-122.22,37.85,28,5287,1048.0,2031,956,5.457,NEAR BAY,334763.03
-118.36,34.04,48,1769,429.0,993,405,2.3214,<1H OCEAN,169942.01
-122.41,37.79,52,6016,2509.0,3436,2119,2.5166,NEAR BAY,299421.13
-122.71,37.9,23,1250,257.0,437,188,3.115,NEAR OCEAN,370768.03
-120.65,35.27,15,2365,538.0,1446,490,2.5129,NEAR OCEAN,200947.0
-118.36,33.89,40,756,122.0,371,130,5.0299,<1H OCEAN,235929.01
-116.12,33.53,17,2421,820.0,2971,685,1.654,INLAND,69619.0
-121.0,37.66,43,2369,413.0,944,422,3.2632,INLAND,133749.0
-122.46,37.74,51,1905,291.0,707,284,6.2561,NEAR BAY,427418.28
-121.24,37.94,5,2232,488.0,1857,435,2.8705,INLAND,119421.0
-121.49,38.55,51,4280,632.0,1486,621,5.0359,INLAND,217061.0
-122.41,37.8,52,1999,642.0,1846,620,1.9145,NEAR BAY,254463.04
-118.11,33.83,37,1249,202.0,517,189,4.4196,<1H OCEAN,223828.0
-118.18,33.77,41,2048,601.0,852,533,2.5726,NEAR OCEAN,209562.0
-118.28,34.03,40,2118,796.0,2195,658,1.7976,<1H OCEAN,152811.0
-117.32,34.09,30,1129,251.0,1034,237,2.3917,INLAND,86324.0
-117.32,33.23,24,2580,604.0,982,569,1.6402,NEAR OCEAN,185747.08
-117.65,33.6,13,2319,430.0,1004,380,5.133,<1H OCEAN,263246.06
-120.7,35.55,10,3979,761.0,1834,671,3.5,<1H OCEAN,204912.0
-116.89,33.92,10,2653,621.0,1967,598,2.6643,INLAND,94172.0
-122.49,37.54,15,3456,545.0,1527,535,6.3256,NEAR OCEAN,414187.22
-119.3,38.26,19,3325,660.0,750,286,2.9509,INLAND,127014.0
-121.11,38.04,32,1083,188.0,471,178,2.9241,INLAND,113994.0
-117.87,33.61,25,2267,359.0,866,348,7.79,<1H OCEAN,348276.09
-118.28,34.04,19,460,241.0,890,229,1.6089,<1H OCEAN,173794.01
-117.78,33.69,16,4702,806.0,2529,814,5.1299,<1H OCEAN,241987.01
-118.85,35.2,17,2783,678.0,2566,641,1.9907,INLAND,59665.0
-121.55,38.51,22,2403,431.0,1088,421,3.9,INLAND,152620.0
-118.08,34.11,42,2628,525.0,1494,523,3.9464,<1H OCEAN,242331.0
-121.35,38.6,27,4314,611.0,1662,575,5.0997,INLAND,179584.0
-122.33,37.58,28,2784,736.0,1534,685,3.38,NEAR OCEAN,330158.0
-117.88,33.77,31,2549,355.0,1044,362,6.9737,<1H OCEAN,348982.01
-119.84,36.75,34,1186,300.0,774,271,1.575,INLAND,54197.0
-118.29,33.96,32,3508,917.0,2794,839,1.554,<1H OCEAN,117278.0
-117.87,33.88,24,2655,702.0,1519,708,3.3036,<1H OCEAN,205334.0
-118.21,34.65,17,4001,814.0,2313,756,3.0441,INLAND,109375.0
-118.11,34.01,22,1141,332.0,1189,321,2.2042,<1H OCEAN,158810.0
-122.19,37.75,36,1126,263.0,482,150,1.9167,NEAR BAY,85281.0
-118.39,34.21,14,2807,868.0,2729,803,2.6667,<1H OCEAN,181839.0
-116.61,33.04,11,2522,538.0,616,269,3.875,INLAND,171504.06
-118.15,35.06,15,1069,296.0,569,263,2.0441,INLAND,73138.99
-118.49,34.21,25,1131,449.0,746,420,1.3565,<1H OCEAN,198498.0
-117.7,33.63,16,4428,745.0,1525,682,5.2325,<1H OCEAN,225913.01
-117.29,33.24,5,3109,634.0,1823,578,3.1875,<1H OCEAN,159453.03
-121.34,37.96,27,1839,442.0,2010,416,2.1284,INLAND,72030.0
-117.01,32.99,8,3372,430.0,1536,448,8.4284,<1H OCEAN,394632.05
-117.69,34.07,35,3222,559.0,1970,550,3.7083,INLAND,136403.0
-122.07,37.64,25,4524,860.0,2426,862,4.7083,NEAR BAY,225945.0
-122.12,37.7,17,2488,617.0,1287,538,2.9922,NEAR BAY,180881.0
-120.81,37.53,15,570,123.0,189,107,1.875,INLAND,109565.0
-122.45,37.81,52,1375,322.0,287,184,3.9028,NEAR BAY,487089.75
-117.21,32.86,26,1352,202.0,654,217,5.3693,NEAR OCEAN,291848.03
